"Amazon Fire stick","https://www.amazon.in/Fire-TV-Stick-Alexa-Voice-Remote-3rd-Gen/dp/B08R6QR863/ref=sr_1_1_sspa?crid=3AP2BSJGP0P8E&keywords=fire+stick&qid=1667356023&qu=eyJxc2MiOiIzLjAxIiwicXNhIjoiMi40NiIsInFzcCI6IjIuMzMifQ%3D%3D&sprefix=firestick%2Caps%2C275&sr=8-1-spons&psc=1" , 2500
"Amazon Echo Dot 4th Gen","https://www.amazon.in/Echo-Dot-4th-Gen-Blue/dp/B084KSRFXJ/ref=sr_1_3?crid=2Y6RFEKPFIRVM&keywords=echo+dot&qid=1667356120&qu=eyJxc2MiOiI0LjMyIiwicXNhIjoiNC4wNCIsInFzcCI6IjMuNzYifQ%3D%3D&sprefix=echo+do%2Caps%2C213&sr=8-3",2500
"Acer 6k Monitor","https://www.amazon.in/Acer-Features-Bluelight-Flickerless-Comfyview/dp/B08L879JSN/ref=sr_1_3?crid=J6AK4ZDI9CZC&keywords=acer+monitor&qid=1667722057&qu=eyJxc2MiOiI0Ljg3IiwicXNhIjoiNC4zMiIsInFzcCI6IjMuNjYifQ%3D%3D&sprefix=acermonitor%2Caps%2C236&sr=8-3",5800
